page	x	y	w	h	conf	text
13	0.40789	0.93169	0.12424	0.02035	1.000	APPOINTED
13	0.53540	0.93169	0.11497	0.02035	1.000	OFFICIALS
13	0.31767	0.91709	0.05195	0.01896	1.000	TERMS
13	0.37269	0.91709	0.02757	0.01894	1.000	ARE
13	0.40332	0.91709	0.03064	0.01894	1.000	FOR
13	0.43702	0.91709	0.03064	0.01894	1.000	ONE
13	0.47072	0.91709	0.03676	0.01894	1.000	YEAR
13	0.51055	0.91709	0.05515	0.01894	1.000	UNLESS
13	0.56876	0.91709	0.08578	0.01894	1.000	OTHERWISE
13	0.65761	0.91709	0.08487	0.01896	1.000	INDICATED.
13	0.12782	0.87355	0.11129	0.02039	1.000	HISTORICAL
13	0.24237	0.87374	0.11765	0.02020	1.000	COMMISSION
13	0.36329	0.87374	0.00654	0.02020	1.000	-
13	0.37309	0.87374	0.00980	0.02020	1.000	3
13	0.38617	0.87355	0.04617	0.02039	1.000	years
13	0.12594	0.86027	0.04039	0.01473	1.000	2015
13	0.16871	0.86027	0.05481	0.01473	1.000	Rebecca
13	0.22590	0.86027	0.04478	0.01473	1.000	Lantry
13	0.53759	0.87500	0.08094	0.01744	1.000	HOUSING
13	0.62132	0.87500	0.12561	0.01726	1.000	PARTNERSHIP
13	0.74973	0.87500	0.00837	0.01726	1.000	-
13	0.76089	0.87500	0.01117	0.01726	1.000	3
13	0.77485	0.87500	0.04470	0.01744	1.000	years
13	0.56199	0.86174	0.01909	0.01316	1.000	15
13	0.58309	0.86182	0.06733	0.01336	1.000	Vacancies
13	0.12594	0.84884	0.03923	0.01453	1.000	2016
13	0.16748	0.84891	0.03241	0.01431	1.000	Lois
13	0.20221	0.84884	0.04403	0.01453	1.000	Lewis
13	0.12594	0.83576	0.04154	0.01453	1.000	2017
13	0.16980	0.83586	0.04630	0.01431	1.000	Amory
13	0.21841	0.83586	0.03935	0.01431	1.000	Lynne
13	0.26008	0.83576	0.04631	0.01453	1.000	Phelps
13	0.12590	0.82134	0.03942	0.01465	1.000	2015
13	0.16757	0.82140	0.05331	0.01447	1.000	Richard
13	0.22313	0.82098	0.06075	0.01472	1.000	McGrath
13	0.16910	0.80508	0.06029	0.01774	1.000	Vacancy
13	0.12594	0.77609	0.10404	0.01896	1.000	INSPECTOR
13	0.23305	0.77609	0.02451	0.01894	1.000	OF
13	0.26062	0.77609	0.09498	0.01894	1.000	PLUMBING
13	0.35866	0.77609	0.01532	0.01894	1.000	&
13	0.37704	0.77609	0.03676	0.01894	1.000	GAS
13	0.41687	0.77609	0.08272	0.01894	1.000	FITTINGS
13	0.50266	0.77609	0.07659	0.01894	1.000	(Appointed
13	0.58231	0.77609	0.01532	0.01894	1.000	by
13	0.60069	0.77609	0.05821	0.01894	1.000	Building
13	0.66197	0.77609	0.07111	0.01896	1.000	Inspector)
13	0.12583	0.76118	0.03372	0.01770	1.000	Gary
13	0.16211	0.76165	0.01418	0.01736	1.000	R.
13	0.17886	0.76159	0.06185	0.01793	1.000	Williams
13	0.28195	0.74855	0.07779	0.01618	1.000	ASSISTANT
13	0.36234	0.74874	0.08279	0.01599	1.000	INSPECTOR
13	0.44771	0.74874	0.01811	0.01599	1.000	OF
